id	seg	age	sex	occupation	province	district	tags	summary
A0040	A	31	남자	그 외 일반 영업원	서울	서울-서초구	#저디지털 #직장인	고민형 씨는 서초구에서 활동하는 실전 경험 중심의 금융 영업인으로, 사람을 끄는 유연함과 건강 관리의 소홀함이 공존하는 31세…
A0041	A	34	남자	기업 고위 임원	서울	서울-영등포구	#직장인 #테크회의론	강수산 씨는 영등포구 오피스텔에 거주하며 전문직 임원으로 일하는 30대 남성으로, 논리적인 업무 능력과 섬세한 감수성 사이에서…
A0042	A	33	남자	총무 사무원	세종	세종-세종시	#고디지털 #직장인	조동원 씨는 세종시 보험사에서 일하며 꼼꼼한 업무 처리와 유연한 대인 관계 능력을 갖췄지만, 내면에는 무기력함과 미래에 대한 …
A0043	A	35	여자	화장품 판매원	부산	부산-북구	#고디지털 #직장인	서경미 씨는 부산에서 화장품을 판매하며 예술적 갈증을 독립 영화와 원예로 달래는, 다정함과 예민함을 동시에 지닌 30대 여성입…
A0044	A	28	남자	자재 관리 사무원	전라남	전라남-나주시	#고디지털 #직장인 #테크회의론	서영규 씨는 나주 농업 현장의 효율화를 꿈꾸는 공학도 출신의 자재 관리원으로, 식도락과 최신 기기에 진심인 20대 청년입니다.
A0045	A	29	남자	네트워크 시스템 개발자	인천	인천-부평구	#고디지털 #직장인	정준규 씨는 부평에서 성장해 실무 역량을 쌓은 네트워크 개발자로, 노포 맛집 탐방과 스포츠 영상 시청을 즐기며 건강 관리보다는…
A0046	A	30	여자	변리사	서울	서울-영등포구	#고디지털 #직장인 #테크회의론	이경민 씨는 ICT 전문성을 갖춘 변리사로서 치열한 서울의 삶을 살아가면서도, 배드민턴과 캠핑이라는 동적인 취미로 삶의 활력을…
A0047	A	27	남자	관세행정 사무원	경기	경기-오산시	#직장인	현현세 씨는 실용적인 가치를 쫓아 관세 행정 분야에서 커리어를 쌓으며, 예술적 감성과 인간관계의 즐거움을 동시에 추구하는 27…
A0048	A	23	여자	사무 보조원	경기	경기-시흥시	#가격깐깐 #고디지털 #직장인	정영주 씨는 시흥에서 홀로서기를 하며 금융권 사무직으로 성실하게 커리어를 쌓아가는, 절제된 생활 습관과 확고한 취향을 가진 2…
A0049	A	30	여자	행사 및 홍보 도우미	제주	제주-제주시	#직장인 #테크회의론	김유안 씨는 제주 구제주의 자가 주택에서 홀로 거주하며 행사 보조 업무와 비즈 공예, 유적지 여행을 통해 정적인 안정감을 추구…
A0050	A	31	여자	총무 및 인사 관리자	서울	서울-동대문구	#고디지털 #직장인	최수인 씨는 동대문구에 거주하며 소매업 인사 관리를 담당하는 31세 직장인으로, 인문학적 취향과 효율적인 업무 처리 사이에서 …
A0051	A	20	여자	상담 전문가	부산	부산-동래구	#직장인	김민지 씨는 타인의 아픔을 깊이 공감하는 따뜻한 상담가이자, 유행과 휴식 사이에서 자신만의 정서적 균형을 찾아가는 스무 살의 …
A0052	A	30	남자	국가행정 사무원	경기	경기-시흥시	#직장인 #테크회의론	이준서 씨는 공학적 효율성을 갖춘 시흥시의 국가행정 사무원으로, 정돈된 일상 속에서 반려견과의 산책과 미식, 해외여행으로 삶의…
A0053	A	24	남자	양식 조리사	경기	경기-용인시 기흥구	#고디지털 #직장인	박태겸 씨는 법학의 논리성과 조리사의 예술성을 동시에 갖춘 24세 청년으로, 기흥에서 자신의 작은 비스트로를 꿈꾸며 묵묵히 실…
A0054	A	39	여자	건물 청소원	서울	서울-관악구	#직장인	신의교 씨는 관악구에서 건물 청소 전문가로 일하며 자가 주택을 보유한, 소탈하고 정이 많은 30대 후반의 여성입니다.
A0055	A	20	여자	공공행정 전문가	서울	서울-관악구	#직장인	박세린 씨는 관악구 신림동의 정서와 성수동의 트렌드를 동시에 품은 채, 공공행정의 효율성을 추구하며 알찬 삶을 꿈꾸는 20세 …
A0056	A	22	남자	전직 금속 열처리로 조작원, 현재 구직중	경상북	경상북-구미시	#비경제활동 #저디지털	안동혁 씨는 금속 열처리 분야의 숙련도를 갖춘 구미의 22세 청년으로, 다정한 성격과 꼼꼼한 일 처리 능력을 갖췄으나 현재는 …
A0057	A	23	여자	전직 국가행정 사무원, 현재 구직중	경기	경기-가평군	#고디지털 #비경제활동	오채원 씨는 수학적 분석력과 행정 실무 능력을 겸비한 구직자로, 가평의 자연 속에서 3세대 가족과 함께하며 소소한 취미와 사회…
A0058	A	38	남자	생산관리 사무원	인천	인천-계양구	#고디지털 #직장인	최정규 씨는 안정적인 직장과 가정 환경 속에서 정적인 취미와 내밀한 불안을 동시에 안고 살아가는 30대 후반의 생산관리직 남성…
A0059	A	31	남자	상품 기획자	경기	경기-안산시 상록구	#저디지털 #직장인	박민진 씨는 안산에 거주하며 교육 콘텐츠를 기획하는 31세 남성으로, 실용적인 삶의 태도와 개인적인 취향 사이의 균형을 찾는 …
A0060	A	30	남자	운송장비 청소원	서울	서울-서대문구	#직장인 #테크회의론	강동주 씨는 서대문구에서 수입차 디테일링 전문가로 일하며, 정교한 기술적 성취와 소박한 개인적 취향 사이에서 균형을 찾아가는 …
A0061	A	36	남자	경리 사무원	경기	경기-수원시 장안구	#고디지털 #직장인	박범진 씨는 꼼꼼한 경리 업무 능력과 섬세한 예술적 감수성을 동시에 지녔으며, 이혼 후 자신만의 공간을 가꾸며 내면의 안정을 …
A0062	A	35	남자	마케팅 전문가	경기	경기-성남시 수정구	#고디지털 #직장인 #테크회의론	한진주 씨는 인문학적 통찰을 마케팅에 녹여내는 능력 있는 전문가이자, 아버지와의 정적인 일상과 건강 관리를 통해 삶의 균형을 …
A0063	A	30	여자	특수 경비원	제주	제주-제주시	#고디지털 #보안민감 #직장인	우상영 씨는 철저한 자기관리와 현실적인 감각을 갖춘 특수 경비원이자, 3세대 가구의 중심을 잡는 사려 깊은 살림꾼입니다.
A0064	A	36	남자	전직 출납 창구 사무원, 현재 구직중	충청남	충청남-천안시 서북구	#비경제활동 #테크회의론	이나우엘 씨는 금융권의 정중함을 몸에 익힌 전직 사무원이었으나, 현재는 별거와 실직이라는 상실감 속에서 스포츠 배팅과 게임, …
A0065	A	30	남자	상품 기획자	서울	서울-은평구	#직장인	이도영 씨는 은평구 자가 주택에 거주하며 세밀한 감각으로 가죽 제품을 기획하는, 외유내강형의 30대 직장인입니다.
A0066	A	27	여자	그 외 교육 전문가	강원	강원-춘천시	#고디지털 #직장인	박미경 씨는 춘천에서 디지털 콘텐츠를 가르치며 심미적 취향과 경제적 안정을 동시에 추구하는, 여유로우면서도 야심 있는 20대 …
A0067	A	30	남자	전직 단말기 및 통신 서비스 판매원, 현재 구직중	경기	경기-남양주시	#비경제활동	김동근 씨는 남양주에서 나고 자란 사교성 만렙의 전직 통신 판매원으로, 고혈압과 복부 비만이라는 건강 숙제를 안고 식도락 여행…
A0068	A	23	여자	음료 서비스 종사원	제주	제주-제주시	#고디지털 #직장인 #창업준비	고지유 씨는 경영학적 역량과 도시적 감각을 갖춘 23세 서비스직 종사자로, 제주에서의 독립 생활 속에서 자신만의 취향을 기록하…
A0069	A	37	남자	교육 및 훈련 사무원	서울	서울-노원구	#직장인	신하민 씨는 인문학적 감성과 사교성을 갖춘 교육 행정 전문가로, 고중량 운동과 역사 여행을 통해 일상의 균형을 찾는 30대 미…
A0070	A	24	남자	그 외 기능 관련 종사원	대전	대전-중구	#직장인	유동균 씨는 대전의 담배 공장에서 일하는 꼼꼼한 기술자이자, 예술적 감수성과 깊은 가족애를 동시에 지닌 20대 청년입니다.
A0071	A	19	남자	사무 보조원	경기	경기-고양시 덕양구	#고디지털 #직장인	최영우 씨는 기계 제조업체의 사무 보조원으로 일하며 현실의 단조로움과 예술적 이상 사이에서 균형을 찾아가는 열아홉 살 청년입니…
A0072	A	31	남자	지게차 운전원	경기	경기-수원시 권선구	#직장인	유영우 씨는 수원 공단에서 숙련된 지게차 운전원으로 일하며, 사람 좋은 성격과 실용적인 태도로 살아가는 31세 남성입니다.
A0073	A	27	여자	지방행정 사무원	충청남	충청남-서천군	#고디지털 #직장인 #테크회의론	김송이 씨는 서천군청의 유능한 행정 사무원이자, 식물 가꾸기와 역사 탐방을 즐기며 가족과 조화롭게 살아가는 20대 후반의 실용…
A0074	A	24	여자	경리 사무원	경기	경기-수원시 팔달구	#고디지털 #직장인	최수현 씨는 꼼꼼한 업무 능력과 예민한 감수성을 동시에 지닌 채, 더 나은 처우의 중견기업 재무팀 이직을 꿈꾸며 전산세무회계 …
A0075	A	34	남자	정보 시스템 운영자	서울	서울-양천구	#직장인	강윤형 씨는 서울 양천구에 거주하며 교육 플랫폼 서버를 운영하는 30대 중반의 기술자로, 부모님과의 안정적인 동거 생활과 함께…
A0076	A	32	여자	한식 조리사	서울	서울-서초구	#직장인	용혜인 씨는 서초구의 한식 조리사로, 성실한 직장 생활과 소박한 일상 사이에서 균형을 잡으며 자신만의 작은 디저트 가게라는 꿈…
A0077	A	27	여자	일반 비서	경기	경기-의정부시	#고디지털 #직장인	김정민 씨는 의정부에서 근무하는 꼼꼼한 비서이자 인문학적 감성을 지닌 아내로, 체계적인 자기관리와 타인에 대한 배려 사이에서 …
A0078	A	31	남자	경영 기획 사무원	광주	광주-서구	#고디지털 #직장인	김용 씨는 광주의 안정적인 직장 생활과 자가 마련이라는 성취를 이뤘으며, 소박한 식도락과 정적인 휴식을 통해 일상의 조화를 찾…
A0079	A	29	여자	일반 비서	서울	서울-영등포구	#고디지털 #약관정독 #직장인 #테크회의론	김한아름 씨는 여의도에서 비서로 일하며 도시적인 세련됨과 소박한 취향 사이의 균형을 찾아가는 29세 직장인입니다.
A0080	A	29	남자	전기 용접원	전북	전북-익산시	#고디지털 #직장인 #테크회의론	김성훈 씨는 익산의 공단에서 용접공으로 일하며 건담 조립과 웹툰으로 소소한 행복을 찾는, 무던하면서도 내면의 정체감에 고민이 …
A0081	A	21	남자	전직 일반 비서, 현재 구직중	경상북	경상북-구미시	#고디지털 #비경제활동 #테크회의론	임경인 씨는 구미에서 비서 실무를 익힌 후 안정적인 사무직을 꿈꾸는 21세 청년으로, 볼링과 K리그 시청, 블로그 기록을 통해…
A0082	A	38	남자	전기 용접원	경기	경기-수원시 영통구	#직장인	박진욱 씨는 수원 영통에서 성실하게 일하며 내 집 마련의 꿈을 키우는, 실용적인 기술과 가족에 대한 애착이 강한 30대 후반의…
A0083	A	24	남자	소방시설 공사 기술자 및 연구원	경기	경기-양평군	#직장인	임민 씨는 양평의 단독주택에서 동료들과 지내며 소방시설 기술자로 성장해가는, 건강한 신체와 디지털 감성을 동시에 지닌 24세 …
A0084	A	25	남자	전직 철도운송 관련 종사원, 현재 구직중	부산	부산-해운대구	#비경제활동	박규환 씨는 부산 해운대에 거주하며 철도 분야 재취업을 준비하는 25세 청년으로, 롯데 자이언츠와 로컬 맛집을 사랑하며 조부모…
A0085	A	35	여자	경리 사무원	서울	서울-영등포구	#저디지털 #직장인	이아라 씨는 서울 영등포구에서 경리 사무원으로 일하며 경제적 안정과 정서적 평온함을 동시에 추구하는 현실적이고 다정한 35세 …
A0086	A	39	여자	그 외 특수교육 교사	부산	부산-남구	#직장인	정아람 씨는 부산에서 특수교육 교사로 일하며, 철저한 업무 수행과 고독한 휴식 사이의 균형을 찾아가는 30대 후반의 전문직 여…
A0087	A	22	여자	일반 간호사	경상남	경상남-창원시 의창구	#직장인	김채연 씨는 교육학적 감각을 갖춘 다정한 간호사로, 정적인 휴식과 타인에 대한 깊은 공감을 통해 삶의 균형을 찾아가는 22세 …
A0088	A	38	남자	금속절곡기 조작원	인천	인천-서구	#직장인	강희상 씨는 인천 서구 공단의 숙련된 금속 절곡 전문가이자, 만화와 수제 버거를 사랑하며 단독주택에서 평온한 솔로 라이프를 즐…
A0089	A	36	남자	하역 및 적재 관련 단순 종사원	충청북	충청북-청주시 흥덕구	#직장인	최형준 씨는 충북 청주에서 성실하게 하역 일을 하며 반려견과 식도락, 소박한 일상의 평화를 추구하는 30대 중반의 남성입니다.
A0090	A	24	여자	사무 보조원	광주	광주-북구	#고디지털 #직장인 #테크회의론	송고은 씨는 광주 북구의 자가 아파트에 거주하며 안정적인 삶을 추구하는 24세 사무 보조원으로, 웹툰과 배드민턴, 잦은 외식을…
A0091	A	24	남자	음료 서비스 종사원	대구	대구-동구	#저디지털 #직장인 #테크회의론	정양호 씨는 농업 전공 지식과 서비스업 실무를 결합해 자신만의 시그니처 펍을 꿈꾸는, 현실적이면서도 야심 있는 대구의 20대 …
A0092	A	31	여자	한식 조리사	서울	서울-은평구	#직장인	이다인 씨는 인문학적 감수성을 정갈한 한식에 담아내는 31세 조리사로, 체계적인 자기관리와 조용한 휴식을 통해 삶의 균형을 잡…
A0093	A	24	남자	식품 영업원	대전	대전-서구	#고디지털 #직장인	신태환 씨는 대전의 식자재 영업 전문가를 꿈꾸며 인문학적 감성과 다정한 성품으로 사람의 마음을 움직이는 24세 청년입니다.
A0094	A	21	남자	회계 사무원	강원	강원-강릉시	#고디지털 #직장인 #테크회의론	남윤혁 씨는 강릉에서 농업 회계 업무를 수행하며 사회적 유대감과 개인적 휴식 사이의 균형을 찾는, 건강 관리가 시급한 21세 …
A0095	A	20	남자	사회복지사	충청북	충청북-청주시 서원구	#직장인	곽치훈 씨는 스무 살의 이른 나이에 사회복지사가 되어 현장의 유연함과 디지털 감각을 갖췄으며, 맛집 탐방과 볼링으로 스트레스를…
A0096	A	32	남자	산불 감시원	경상북	경상북-안동시	#직장인 #테크회의론	공태우 씨는 안동의 산불을 감시하는 꼼꼼한 직업 정신과 빵에 대한 순수한 열정을 동시에 가진, 안정적인 정년퇴직을 꿈꾸는 30…
A0097	A	20	여자	그 외 일반 영업원	서울	서울-광진구	#직장인	정서영 씨는 도매업계의 영리한 영업원이자 동생들을 부양하는 책임감 넘치는 가장으로, 빵지순례와 휴식으로 삶의 균형을 잡는 20…
A0098	A	22	남자	시설 경비원	광주	광주-북구	#고디지털 #보안민감 #직장인	김재민 씨는 광주 북구에서 시설 경비원으로 일하며 꼼꼼한 업무 처리와 야구에 대한 열정, 그리고 시설 관리 전문가라는 목표를 …
A0099	A	29	남자	단말기 및 통신 서비스 판매원	경기	경기-고양시 일산동구	#고디지털 #약관정독 #직장인	박도윤 씨는 일산에서 통신 영업직으로 일하며 능숙한 처세술과 다정한 효심을 가졌지만, 건강 관리와 충동구매라는 숙제를 안고 사…
A0100	A	38	남자	비행기 정비원	인천	인천-중구	#직장인 #테크회의론	오요한 씨는 인천에서 항공정비사로 근무하며 정밀한 기술력과 안정적인 삶을 추구하지만, 건강 관리와 개인적 공간 확보라는 숙제를…
A0101	A	30	여자	자동 재봉설비 조작원	대구	대구-북구	#직장인	배보경 씨는 대구에서 자동 재봉설비 기술자로 일하며, 소박한 취향과 경제적 자립이라는 현실적인 목표 사이의 균형을 찾아가는 3…
A0102	A	20	남자	사무 보조원	대전	대전-대덕구	#가격깐깐 #고디지털 #직장인 #창업준비	길지용 씨는 자동차 부품 업계에서 넉살 좋게 일하며 일식 맛집 탐방과 농구를 즐기는, 독립심 강하고 외향적인 스무 살 청년입니…
A0103	A	30	남자	전동차 기관사	서울	서울-강동구	#직장인	이승호 씨는 인문학적 소양을 갖춘 세심한 전동차 기관사로, 규칙적인 직장 생활과 배드민턴, 요리라는 취미 사이에서 균형을 잡으…
A0104	A	32	여자	전직 산업 안전원, 현재 구직중	경기	경기-용인시 기흥구	#비경제활동	이다희 씨는 산업 안전 전문가로서의 꼼꼼함과 예술적 감수성을 동시에 지닌 인물로, 용인 기흥에서 재취업을 준비하며 시티팝과 일…
A0105	A	36	남자	공작기계 설치 및 정비원	경기	경기-화성시	#저디지털 #직장인	박종주 씨는 정밀한 기계 정비 기술과 섬세한 예술적 감성을 동시에 지녔으며, 건강에 대한 불안을 삼림욕과 독서로 다스리는 성실…
A0106	A	25	여자	그 외 판매 및 고객 서비스 관리자	광주	광주-서구	#저디지털 #직장인 #테크회의론	김재희 씨는 광주에서 교육 서비스 관리자로 근무하며, 유연한 대인 관계 능력과 안정적인 주거 환경을 바탕으로 일과 삶의 균형을…
A0107	A	25	남자	경리 사무원	경기	경기-광주시	#고디지털 #직장인	박상훈 씨는 공학 전공 후 연구소 경리로 근무하며, 익숙한 동네의 편안함과 소소한 일상의 즐거움 속에서 안정을 찾는 25세 청…
A0108	A	28	남자	일반 간호사	인천	인천-서구	#직장인	문찬희 씨는 뛰어난 업무 능력과 공감력을 갖춘 20대 후반의 간호사로, 불규칙한 삶 속에서도 보드게임과 예술, 반려견을 통해 …
A0109	A	22	남자	금형원	경기	경기-남양주시	#직장인	최준영 씨는 정밀 금형 기술을 가진 성실한 청년 노동자이지만, 내면에는 학위 없는 미래에 대한 불안과 건강에 대한 고민을 품고…
A0110	A	38	남자	조사 전문가	충청남	충청남-천안시 서북구	#고디지털 #직장인 #테크회의론	윤혁수 씨는 천안에서 유통 데이터를 다루는 꼼꼼한 조사 전문가이자, 가족과 함께하는 식도락과 정적인 휴식을 사랑하는 신중한 성…
A0111	A	24	남자	택시 운전원	대구	대구-달서구	#직장인	김영하 씨는 대구의 지리를 꿰뚫는 젊은 택시 운전사로, 전기차 교체라는 목표를 향해 정진하며 식도락 여행과 반려견과의 삶을 사…
A0112	A	26	남자	정육가공원	경상남	경상남-사천시	#직장인	조승재 씨는 사천에서 정교한 칼질로 승부하는 정육가공원으로, 실용적인 삶의 태도와 확고한 취향을 가진 20대 청년입니다.
A0113	A	29	남자	가스 점검원	서울	서울-강북구	#직장인	박지상 씨는 강북구에서 가스 점검원으로 일하며 가족을 부양하는, 책임감 강하고 소박한 일상을 소중히 여기는 20대 청년입니다.
A0114	A	20	남자	가스 점검원	인천	인천-남동구	#직장인	정솔민 씨는 인천 남동구에서 가스 안전을 책임지며 전문성을 키우고자 하는 20세 청년으로, 실용적인 가치관과 인간관계의 유연함…
A0115	A	38	여자	그 외 교육 전문가	경상남	경상남-창원시 마산합포구	#직장인	신나래 씨는 마산에서 교육 전문가로 일하며 안정적인 수입과 소소한 빵집 투어, 그리고 완벽한 게으름을 통해 삶의 균형을 찾는 …
A0116	A	37	여자	기업 고위 임원	서울	서울-송파구	#직장인	장아영 씨는 인문학적 감성과 숙박 경영의 실무 능력을 겸비한 임원으로, 실용적인 삶의 태도와 약간의 무질서함이 공존하는 37세…
A0117	A	27	남자	전기 용접원	충청북	충청북-충주시	#직장인	황석규 씨는 충주에서 정교한 용접 기술로 인정받는 27세 기술자로, 사람들과 어울리는 것을 좋아하는 소탈하고 실용적인 성격의 …
A0118	A	25	남자	전직 항공기 배관공, 현재 구직중	경상남	경상남-창원시 성산구	#비경제활동	김예성 씨는 정밀한 항공 배관 기술을 가진 25세 청년으로, 창원 성산구에서 식도락과 소소한 취미를 즐기며 안정적인 재취업을 …
