id	seg	age	sex	occupation	province	district	tags	summary
B0011	B	31	남자	건물 경비원	부산	부산-사하구	#육아 #저디지털 #직장인	김강 씨는 사하구에서 경비원으로 근무하며 가족의 안식처를 꿈꾸는, 섬세하고 책임감 강한 31세 가장입니다.
B0012	B	47	남자	플랜트공학 기술자 및 연구원	충청남	충청남-천안시 서북구	#육아 #직장인	김성민 씨는 전문 기술력과 경영 지식을 겸비한 플랜트 엔지니어이자, 3세대 가족을 부양하며 정서적 빈자리를 가족애로 채워가는 …
B0013	B	36	남자	그 외 조적공 및 석재 부설원	경상남	경상남-창원시 마산회원구	#육아 #저디지털 #직장인	감승준 씨는 현장의 감각이 뛰어난 조적공이자 정 많은 마산 청년이지만, 건강 관리와 미래 설계라는 숙제 앞에서는 한없이 느슨하…
B0014	B	26	남자	영업 관리 사무원	서울	서울-마포구	#고디지털 #약관정독 #육아 #직장인	권도수 씨는 높은 소득과 업무 능력을 갖춘 보험업계의 젊은 관리자이자, 정적인 휴식과 가족의 울타리를 사랑하는 마포구 거주 청…
B0015	B	27	남자	그 외 하역 및 적재 단순 종사원	충청북	충청북-보은군	#육아 #직장인	안채승 씨는 충북 보은에서 성실하게 농산물 하역 일을 하며, 혼자만의 식도락 여행과 사우나로 쉼을 찾는 차분하고 책임감 강한 …
B0016	B	39	남자	건물 경비원	충청남	충청남-서천군	#육아 #직장인	박정훈 씨는 서천에서 경비원으로 일하며 가족의 안정을 최우선으로 여기고, 맛있는 음식과 게임으로 소소한 행복을 찾는 푸근한 성…
B0017	B	45	남자	지게차 운전원	경기	경기-오산시	#육아 #직장인	임훈 씨는 오산 공단에서 20년 가까이 지게차를 운전하며 성실함으로 가족의 안식처를 일궈낸 책임감 강한 40대 가장입니다.
B0018	B	49	여자	컴퓨터 설치 및 수리원	충청북	충청북-청주시 흥덕구	#고디지털 #육아 #직장인	장지영 씨는 청주의 교육 현장을 책임지는 숙련된 컴퓨터 수리원이자, 가족의 안정을 최우선으로 여기며 실용적인 삶을 꾸려가는 강…
B0019	B	36	남자	철도교통 관제사	경기	경기-파주시	#육아 #직장인	문한수 씨는 파주에서 아이를 키우며 내 집 마련을 꿈꾸는, 현실적이고 사교적인 철도교통 관제사입니다.
B0020	B	43	여자	보험 사무원	세종	세종-세종시	#고디지털 #약관정독 #육아 #직장인	유이현 씨는 세종시에 거주하며 보험 사무원으로 일하는 40대 여성으로, 공학적 꼼꼼함으로 일과 살림을 관리하면서도 가족과의 미…
B0021	B	44	남자	해양 경찰관 및 수사관	대구	대구-달서구	#약관정독 #육아 #저디지털 #직장인	김진영 씨는 대구 달서구에서 가족을 부양하며 묵묵히 자신의 소임을 다하는 책임감 강하고 실용적인 해양 경찰 수사관입니다.
B0022	B	35	남자	회계 사무원	서울	서울-동대문구	#가격깐깐 #고디지털 #육아 #직장인	김형준 씨는 동대문구에서 어머니를 모시고 사는 35세 회계 사무원으로, 안정적인 삶을 갈망하며 책임감 있게 일상을 꾸려가는 현…
B0023	B	49	여자	주방 보조원	전북	전북-익산시	#육아 #저디지털 #직장인	오정숙 씨는 익산에서 주방 보조원으로 일하며 가족의 안녕과 자녀의 자립을 최우선으로 여기는, 고혈압을 앓고 있지만 소박한 일상…
B0024	B	25	남자	관리 비서	서울	서울-성동구	#육아 #직장인	추준영 씨는 성수동에서 비서로 근무하며 예술적 감성과 현실적인 성실함을 동시에 갖춘, 건강 관리에 고민이 많은 20대 청년입니…
B0025	B	34	여자	경영 기획 사무원	경기	경기-용인시 수지구	#고디지털 #육아 #직장인	김미나 씨는 보수적인 보험사에서 데이터 분석력을 인정받는 경영기획 전문가이자, 수지구에서 육아와 자아실현 사이의 균형을 찾는 …
B0026	B	37	남자	경리 사무원	부산	부산-북구	#고디지털 #육아 #직장인	이정호 씨는 부산 북구에서 가족과 함께 살며 조경 회사 경리로 일하는, 소탈한 성격과 약간의 건강 고민을 가진 37세 가장입니…
B0027	B	30	남자	해군 부사관	충청남	충청남-계룡시	#육아 #직장인	김현 씨는 계룡시에서 근무하는 사교적인 해군 부사관이자, 가족과 맛있는 음식을 나누는 소소한 행복을 쫓는 고도비만 아빠입니다.
B0028	B	36	남자	투자신탁 전문가	서울	서울-성동구	#고디지털 #육아 #직장인 #테크회의론	이성민 씨는 성수동에 거주하며 숫자의 명확함을 신뢰하는 투자신탁 전문가이자, 양평 낚시와 로컬 맛집 탐방으로 스트레스를 해소하…
B0029	B	32	여자	가사 도우미	경기	경기-용인시 수지구	#육아 #직장인	권수지 씨는 용인 수지구에서 가사 도우미로 일하며 전문 정리 컨설턴트의 꿈을 키우는, 생활력 강하고 넉살 좋은 32세 여성입니…
B0030	B	45	여자	주방 보조원	경상북	경상북-울진군	#육아 #직장인	변승화 씨는 울진의 자연 속에서 가족과 반려견 뭉치를 아끼며, 주방 보조원으로서의 전문성을 키워 조리사를 꿈꾸는 체계적이고 다…
B0031	B	27	남자	건축자재 영업원	경기	경기-김포시	#육아 #직장인	홍정재 씨는 세련된 서비스 매너와 현장의 투박함을 모두 갖춘 27세 건축자재 영업사원으로, e스포츠 분석과 사우나를 통해 삶의…
B0032	B	26	여자	공공행정 전문가	서울	서울-강남구	#고디지털 #육아 #직장인 #테크회의론	최경진 씨는 강남에 거주하며 ICT 기술로 공공행정의 효율화를 꿈꾸는 26세의 당찬 직장인이자, 헬스와 연극을 사랑하는 도시 …
B0033	B	48	남자	그 외 금융 사무원	서울	서울-노원구	#고디지털 #육아 #직장인	김제규 씨는 유연한 사고와 뛰어난 사교성으로 건설 금융 분야에서 신망을 받는, 인간미 넘치는 노원구의 마당발입니다.
B0034	B	34	여자	치과 일반 의사	부산	부산-서구	#육아 #직장인	정사랑 씨는 예술적 감수성으로 진료실을 디자인하고 싶은, 부산 서구의 다정한 치과의사입니다.
B0035	B	36	남자	회계 사무원	경상남	경상남-김해시	#고디지털 #육아 #직장인	문광민 씨는 김해의 건설 회계 사무원으로 성실하게 살아가며 예술적 낭만과 가족에 대한 사랑을 동시에 품고 있는, 외유내강형의 …
B0036	B	38	남자	전직 범용 소프트웨어 프로그래머, 현재 구직중	전북	전북-전주시 덕진구	#가격깐깐 #고디지털 #비경제활동 #육아	신태관 씨는 전주에서 가족을 부양하며 재취업을 준비하는, 현실적이고 책임감 강한 30대 후반의 전직 소프트웨어 개발자입니다.
B0037	B	49	여자	사회과학·경영 및 법학 교수	강원	강원-홍천군	#고디지털 #육아 #직장인	신주희 씨는 강원도 홍천에서 가족을 부양하며 실무 중심의 교육을 실천하는 현실적이고 단단한 내면의 소유자입니다.
B0038	B	47	여자	경리 사무원	광주	광주-북구	#육아 #저디지털 #직장인 #테크회의론	심옥인 씨는 광주 북구에서 자녀를 홀로 키우며 학원 경리로 성실하게 살아가는, 강인한 생활력과 따뜻한 정을 가진 47세 여성입…
B0039	B	40	남자	자재 관리 사무원	부산	부산-사하구	#고디지털 #육아 #직장인	서희정 씨는 부산 사하구에서 성실하게 자재 관리를 하며 가족의 안정을 최우선으로 여기는 책임감 강한 40대 가장입니다.
B0040	B	39	여자	판매 관련 관리자	서울	서울-영등포구	#육아 #직장인	김은정 씨는 인문학적 감수성과 현실적인 영업 감각을 동시에 갖춘 영등포의 소매업 관리자로, 식도락과 휴식을 통해 삶의 에너지를…
B0041	B	26	여자	금속 세척기 조작원	경상남	경상남-창원시 의창구	#육아 #직장인	이예진 씨는 창원 공단에서 세척공으로 일하며 내 집 마련의 꿈을 이룬 20대 엄마로, 성실한 노동의 가치와 가족과의 소박한 일…
B0042	B	49	남자	그 외 자산 운용가	전라남	전라남-순천시	#육아 #직장인 #테크회의론	김유철 씨는 공학적 정밀함과 남도의 여유를 동시에 지닌, 가족의 안정을 최우선으로 여기는 꼼꼼하고 책임감 강한 자산 운용가입니…
B0043	B	32	남자	냉난방기 관련 설비 조작원	대구	대구-수성구	#육아 #직장인	김현욱 씨는 수성구의 냉난방 설비 전문가로서 책임감 있게 일하며, 가족과의 외식과 게임을 통해 소소한 행복을 찾는 30대 남성…
B0044	B	43	남자	회계 사무원	서울	서울-강남구	#고디지털 #육아 #직장인	홍황사 씨는 강남구 도곡동에서 어머니와 함께 살며 숫자의 정돈됨과 자연의 고요함 속에서 안정을 찾는 40대 회계 사무원입니다.
B0045	B	36	남자	그 외 경호 및 보안 관련 종사원	충청북	충청북-제천시	#고디지털 #보안민감 #육아 #직장인 #테크회의론	박주용 씨는 제천에서 보안 요원으로 일하며 가족과 반려견을 아끼고, 바둑과 산책으로 여가를 즐기는 성실하고 현실적인 30대 가…
B0046	B	46	여자	그 외 산업 전기 설치원	울산	울산-동구	#육아 #직장인	김소영 씨는 울산의 산업 현장을 누비는 숙련된 전기 설치원이자, 가족의 미래를 위해 성실하게 저축하며 소박한 일상의 행복을 가…
B0047	B	47	여자	음식료품 판매원	경기	경기-오산시	#가격깐깐 #육아 #직장인	윤부정 씨는 오산에서 정직하게 식료품을 판매하며 가족의 안정과 자녀의 미래를 위해 성실하게 저축하고 헌신하는, 책임감 강하고 …
B0048	B	45	남자	시외 및 고속 버스 운전원	서울	서울-관악구	#육아 #직장인	형수근 씨는 관악구에서 가족을 부양하며 성실하게 고속버스를 운행하는 베테랑 운전원으로, 건강 관리와 식탐 사이에서 갈등하면서도…
B0049	B	47	남자	경·소형 화물차 운전원	경기	경기-부천시 원미구	#육아 #직장인	고순봉 씨는 부천 공단을 누비는 베테랑 화물차 운전원으로, 마른 체격과 건강 불안 요소를 안고 살아가지만 가족과 함께하는 노포…
B0050	B	46	남자	일반 비서	경기	경기-수원시 권선구	#육아 #직장인	조호현 씨는 금속 가공업계의 유능한 비서이자 인문학적 낭만을 쫓으며 어머니와 함께 살아가는 40대 중반의 미혼 남성입니다.
B0051	B	39	여자	해외 영업원	경기	경기-용인시 수지구	#고디지털 #육아 #직장인 #테크회의론	조송화 씨는 예술적 취향과 치밀한 업무 능력을 동시에 갖춘 해외 영업직 직장인이자, 건강 관리와 자아실현 사이에서 고민하는 3…
B0052	B	34	여자	국가행정 사무원	강원	강원-철원군	#육아 #직장인 #테크회의론	임수현 씨는 철원의 지역색과 공직 사회의 특성을 모두 이해하는 유연한 성격의 행정 사무원으로, 가족과 함께하는 평온한 일상 속…
B0053	B	36	여자	관리 비서	충청남	충청남-태안군	#육아 #직장인	문혜연 씨는 태안에서 농업 법인 비서로 일하며 가족과 반려견을 아끼고, 건강한 식도락과 안정적인 일상을 추구하는 다정하고 꼼꼼…
B0054	B	30	여자	교도관	인천	인천-연수구	#육아 #직장인	전지현 씨는 송도에서 아이를 키우며 규율과 체계 속에서 일하는 교도관으로, 철저한 자기관리와 현실적인 삶의 태도를 가진 30대…
B0055	B	47	남자	전기 감리 기술자 및 연구원	경상남	경상남-함안군	#육아 #직장인 #테크회의론	서원재 씨는 경남 함안에서 전기 감리원으로 일하며 가족의 안정과 실용적인 삶을 추구하는, 인간미 넘치는 40대 가장입니다.
B0056	B	48	여자	사무 보조원	충청남	충청남-천안시 서북구	#고디지털 #육아 #직장인	조은아 씨는 천안의 건축 사무소에서 숙련된 업무 능력을 발휘하며, 당뇨 관리와 흡연이라는 모순 사이에서 가족의 평온한 일상을 …
B0057	B	47	여자	승용차 및 승합차 운전원	경기	경기-고양시 덕양구	#육아 #직장인	손성미 씨는 덕양구에서 운송업에 종사하며 가족을 위해 헌신하는 강인한 생활력을 지닌 여성으로, 철저한 자기관리와 뛰어난 친화력…
B0058	B	39	남자	토목감리 기술자	충청북	충청북-청주시 상당구	#육아 #직장인	봉민혁 씨는 청주에서 성실하게 근무하는 토목감리 기술자로, 가족에 대한 깊은 애정과 정적인 휴식을 통해 삶의 균형을 맞추며 더…
B0059	B	44	남자	출판 및 자료편집 사무원	경상북	경상북-포항시 남구	#고디지털 #육아 #직장인	한문기 씨는 포항에서 영상 편집직으로 일하며 가족을 부양하는 성실한 40대 가장으로, 디지털 전문성과 아날로그적 감성 사이에서…
B0060	B	43	남자	여행 사무원	충청남	충청남-서산시	#육아 #직장인 #테크회의론	한인호 씨는 서산에서 가족과 맛있는 음식을 즐기며 안정적인 삶을 지향하는 유능하고 유연한 성격의 여행 사무원입니다.
B0061	B	33	남자	그 외 공업기계 설치 및 정비원	대구	대구-남구	#육아 #직장인	곽호중 씨는 대구의 펄프 공장에서 독보적인 정비 기술로 고소득을 올리며 부모님과의 더 나은 미래를 꿈꾸는 성실한 기술자입니다.
B0062	B	43	남자	그 외 경영 및 진단 전문가	경기	경기-안산시 상록구	#고디지털 #육아 #직장인	김준 씨는 IT 진단 전문성을 바탕으로 가족의 더 나은 주거 환경을 꿈꾸며, 식도락과 게임으로 일상의 숨구멍을 찾는 안산의 4…
B0063	B	47	여자	사무 보조원	제주	제주-제주시	#육아 #직장인	박정민 씨는 제주시의 활기와 정을 모두 품은 채, 베테랑 사무직원으로 일하며 사진과 운동으로 삶의 활력을 찾는 외유내강형 중년…
B0064	B	44	남자	해외 영업원	대전	대전-동구	#약관정독 #육아 #직장인 #테크회의론	이근영 씨는 인문학적 소양을 갖춘 화학 제품 해외 영업원으로, 대전에서 가족과 함께 안정적인 삶을 꾸리며 건강 관리와 여가 사…
B0065	B	42	남자	육군 장교	서울	서울-강동구	#육아 #직장인	김상중 씨는 강동구에 거주하며 유연한 리더십을 발휘하는 육군 장교이자, 가족과의 소박한 일상을 사랑하는 40대 가장입니다.
B0066	B	33	여자	전직 단말기 및 통신 서비스 판매원, 현재 구직중	전북	전북-남원시	#비경제활동 #육아	김자현 씨는 남원의 고즈넉함을 닮아 여유롭지만, 안정적인 미래를 위해 공공기관 취업을 준비하는 자립심 강한 30대 여성입니다.
B0067	B	37	여자	초등학교 교사	경기	경기-안양시 동안구	#고디지털 #육아 #직장인	한찬주 씨는 꼼꼼한 업무 처리 능력과 독립적인 성향을 가진 37세 초등 교사로, 안양에서 가정을 꾸리며 체계적인 삶과 개인적인…
B0068	B	37	남자	검표원	충청남	충청남-서천군	#육아 #직장인	백정훈 씨는 서천에서 가족의 평온을 최우선으로 하며, 검표원이라는 성실한 직업 뒤에 예술적 감수성과 오픈월드 게임 속 모험을 …
B0069	B	47	남자	자동차 부품 기술 영업원	전북	전북-전주시 완산구	#육아 #직장인	이정주 씨는 전주에서 자동차 부품 영업을 하며 인문학적 감성과 e스포츠의 전술적 재미를 동시에 즐기는, 넉넉한 체격의 40대 …
B0070	B	42	남자	건물 경비원	경기	경기-안양시 만안구	#고디지털 #보안민감 #육아 #직장인	공진환 씨는 안양에서 성실하게 내 집 마련의 꿈을 이룬 뒤, 현재는 다정한 성품과 손재주로 아파트 단지를 가꾸며 가족과의 식도…
B0071	B	39	여자	그 외 일반 영업원	대구	대구-동구	#육아 #직장인	전라영 씨는 공학적 논리와 예술적 감성을 동시에 품은 30대 영업직 여성으로, 가족과 함께하는 평온한 일상 속에서 자신만의 건…
B0072	B	33	여자	건물 청소원	전북	전북-익산시	#육아 #직장인	임나라 씨는 익산에서 건물 청소원으로 일하며 성실하게 가정을 꾸려가는 30대 여성으로, 예술에 대한 남다른 애정과 꼼꼼한 일 …
B0073	B	46	남자	로봇공학 기술자 및 연구원	광주	광주-남구	#육아 #저디지털 #직장인	서광철 씨는 정밀한 로봇 제어 기술과 양림동의 예술적 감성을 동시에 품은, 인간 중심의 따뜻한 기술을 꿈꾸는 40대 공학자입니…
B0074	B	34	여자	경리 사무원	경기	경기-연천군	#고디지털 #육아 #직장인	전수민 씨는 연천군에서 농업 경리로 근무하며 대가족의 경제와 행정을 책임지는 34세 여성으로, 실용적인 판단력과 예민한 감수성…
B0075	B	42	남자	선박교통 관제사	대전	대전-동구	#고디지털 #육아 #직장인	정혜원 씨는 대전에서 근무하는 베테랑 선박교통 관제사로, 철저한 업무 능력과 달리 집에서는 정리정돈에 서툰 인간적인 면모를 지…
B0076	B	47	여자	요양 보호사	경상남	경상남-사천시	#육아 #직장인	김정원 씨는 사천에서 요양 보호사로 일하며 가족을 위해 헌신하는, 실속 있고 책임감 강한 40대 어머니입니다.
B0077	B	44	여자	공연·영화 및 음반 기획자	서울	서울-성동구	#육아 #저디지털 #직장인 #테크회의론	이은경 씨는 성수동의 트렌드를 읽는 예리함과 가족을 향한 따뜻한 책임감을 동시에 가진, 현실적이고 세심한 공연 기획자입니다.
B0078	B	38	남자	조명기사	경기	경기-성남시 분당구	#고디지털 #육아 #직장인	최현택 씨는 분당에서 가족을 부양하며 성실하게 일하는 30대 후반의 조명기사로, 현실적인 안정과 가족의 행복을 최우선으로 여기…
B0079	B	47	여자	예체능 교사	경기	경기-하남시	#육아 #저디지털 #직장인	정미란 씨는 하남 미사에 거주하며 예체능 교사로 일하는, 꼼꼼한 책임감과 섬세한 예민함을 동시에 지닌 40대 여성입니다.
B0080	B	30	남자	교육 및 훈련 사무원	경기	경기-의정부시	#육아 #직장인	유혁인 씨는 전문적인 안전 교육 역량을 갖춘 직장인이자, 육아의 고단함을 캠핑과 게임으로 달래며 더 나은 경제적 미래를 설계하…
B0081	B	45	여자	그 외 상점 판매원	경기	경기-김포시	#육아 #직장인	문현영 씨는 김포에서 가족과 함께 살며 도매 상점 판매원으로 일하는, 넉살 좋은 성격과 소소한 취향을 가진 40대 여성입니다.
B0082	B	40	여자	일반 비서	경기	경기-남양주시	#약관정독 #육아 #직장인	홍란영 씨는 이성적인 업무 처리 능력과 내면의 깊은 불안함을 동시에 지닌 채, 남양주에서 아이와 함께 아늑한 보금자리를 가꾸며…
B0083	B	36	남자	회계 사무원	서울	서울-도봉구	#고디지털 #육아 #직장인	김병섭 씨는 도봉구에서 성실하게 일하며 가족의 행복과 내 집 마련이라는 꿈을 향해 묵묵히 걸어가는, 꼼꼼한 회계 사무원이자 다…
B0084	B	44	남자	통계 사무원	경기	경기-성남시 중원구	#고디지털 #육아 #직장인	천상민 씨는 성남에서 물류 통계 전문가로 일하며 가족의 안정을 위해 헌신하지만, 홀로 떠나는 역사 여행과 전략 게임으로 내면의…
B0085	B	43	여자	그 외 일반 영업원	인천	인천-연수구	#육아 #직장인	김지혜 씨는 인문학적 감성과 탁월한 공감 능력을 갖춘 제약 영업원이자, 덜렁거리는 성격 속에 가족에 대한 깊은 애정을 품고 사…
B0086	B	44	여자	요양 보호사	인천	인천-연수구	#육아 #직장인	방우향 씨는 인천 연수구에서 가족과 함께하며, 요양 보호사로서의 전문성과 다채로운 손재주를 가진 외유내강형의 40대 여성입니다…
B0087	B	32	여자	언어학 및 문학 연구원	서울	서울-성북구	#고디지털 #육아 #직장인	서은지 씨는 성북구의 고즈넉한 분위기 속에서 고전 문헌을 연구하며, 학문적 성취와 소박한 가정생활 사이의 균형을 찾아가는 30…
B0088	B	42	남자	윤전인쇄기 조작원	부산	부산-사하구	#육아 #저디지털 #직장인	송민수 씨는 부산 사하구의 숙련된 윤전인쇄기 조작원으로, 투박한 현장 기술자의 모습과 세련된 바버샵 스타일을 동시에 가진 중년…
B0089	B	44	남자	네트워크 시스템 개발자	경기	경기-김포시	#고디지털 #육아 #직장인	박혜민 씨는 김포에 거주하며 가족의 안정과 기술적 완벽함을 동시에 추구하는, 깐깐하지만 책임감 강한 40대 네트워크 엔지니어입…
B0090	B	43	남자	생산관리 사무원	대구	대구-동구	#육아 #직장인	김현수 씨는 대구에서 농업 생산관리를 하며 자녀들을 위해 안정적인 삶의 기반을 닦으려 노력하는, 무뚝뚝하지만 책임감 강한 40…
B0091	B	34	여자	국가행정 사무원	광주	광주-북구	#육아 #직장인	임혜미 씨는 광주 북구에서 안정적인 공무원 생활을 하며 가족과 함께 소소한 일상의 행복을 누리는 다정하고 현실적인 성격의 소유…
B0092	B	37	남자	품질 인증 심사 전문가	전라남	전라남-나주시	#육아 #직장인	문성민 씨는 나주에서 금속 품질 심사원으로 일하며 어머니와 함께 사는, 사교적이고 정이 많지만 건강 관리는 조금 미루고 있는 …
B0093	B	43	여자	회계 사무원	세종	세종-세종시	#고디지털 #육아 #직장인	하성은 씨는 세종시에서 효율적인 회계 업무와 체계적인 가계 관리를 통해 안정적인 삶을 꾸려가는, 주관 뚜렷하고 실용적인 40대…
B0094	B	40	남자	양식 조리사	서울	서울-서대문구	#고디지털 #육아 #직장인	권호정 씨는 서대문구에서 양식 조리사로 일하며 가족의 안정과 소박한 내 가게의 꿈을 키워가는 현실적이고 섬세한 가장입니다.
B0095	B	44	남자	그 외 통신공학 기술자 및 연구원	경기	경기-용인시 수지구	#고디지털 #육아 #직장인	김건훈 씨는 수지구 아파트에서 대가족을 부양하며 통신 기술 분야의 전문성을 쌓아가는, 책임감 강하고 현실적인 40대 가장입니다…
B0096	B	28	남자	그 외 금속·재료 공학 기술자 및 연구원	경상남	경상남-창원시 성산구	#고디지털 #육아 #직장인 #테크회의론	강세환 씨는 창원 국가산단에서 근무하는 금속 공학 기술자로, 철저한 자기관리와 논리적인 사고를 바탕으로 기술적 정점을 꿈꾸는 …
B0097	B	41	남자	산업용로봇 조작원	경기	경기-안양시 만안구	#육아 #직장인	박진휘 씨는 안양에서 산업용 로봇을 다루는 숙련된 기술자이자, 가족의 행복과 일상의 안정을 최우선으로 여기는 다정하고 성실한 …
B0098	B	29	남자	카펫 및 가발 제조원	경상북	경상북-경산시	#육아 #직장인	차현수 씨는 경산의 가발 제조 현장에서 인정받는 기술자이자, 술과 음식을 사랑하며 주변 사람들에게 따뜻한 정을 나누는 넉살 좋…
B0099	B	31	남자	전화 상담원	경기	경기-평택시	#고디지털 #육아 #직장인	손상훈 씨는 평택에서 가족을 위해 헌신하며 기술적 전문성과 공감 능력을 바탕으로 성장하려는 성실한 30대 가장입니다.
B0100	B	49	여자	도로포장기 및 롤러 운전원	서울	서울-은평구	#육아 #직장인	정인옥 씨는 거친 건설 현장의 롤러 운전원으로 일하며 내 집 마련을 꿈꾸는, 강인함과 섬세함을 동시에 지닌 은평구의 40대 여…
B0101	B	30	여자	그 외 세탁 관련 기계 조작원	대전	대전-서구	#육아 #직장인	최찬미 씨는 대전에서 산업용 세탁기를 다루는 숙련공으로 일하며, 소박한 일상의 행복과 미래의 작은 세탁소 꿈을 키워가는 30대…
B0102	B	31	남자	그 외 화물차 및 특수차 운전원	서울	서울-성북구	#고디지털 #육아 #직장인	김현성 씨는 서비스 전공 석사 학위를 가진 항공 화물 특수차 운전원으로, 어머니와 함께 살며 성실하게 물류 전문가를 꿈꾸는 성…
B0103	B	28	여자	일반 비서	경기	경기-부천시 원미구	#육아 #직장인	주예슬 씨는 교육학 전공의 섬세함을 바탕으로 농업 법인에서 실무 능력을 발휘하며, 부천의 일상 속에서 러닝과 소소한 소비로 내…
B0104	B	44	남자	금속공학 기술자 및 연구원	경기	경기-성남시 중원구	#육아 #직장인	조인호 씨는 성남에서 금속공학 기술자로 일하며 정밀한 공정을 설계하지만, 내면에는 섬세한 예민함과 불안을 안고 숲과 게임 속에…
B0105	B	41	여자	웹 운영자	서울	서울-강동구	#육아 #직장인	조지은 씨는 강동구에서 자가를 보유한 40대 웹 운영자로, 당뇨와 흡연이라는 건강 고민을 안고 살아가지만 가족과 식물, 그리고…
B0106	B	32	여자	전화 상담원	광주	광주-북구	#육아 #직장인 #테크회의론	김지은 씨는 광주에서 근무하는 유능한 상담원이자, 인테리어와 식도락에 진심인 세심한 성격의 30대 엄마입니다.
B0107	B	48	남자	냉난방기 관련 설비 조작원	경기	경기-남양주시	#육아 #저디지털 #직장인	최종우 씨는 남양주에서 가족을 위해 헌신하는 냉난방 설비 기술자로, 고단한 현실 속에서도 낚시와 옛 노래로 마음을 달래며 더 …
B0108	B	42	남자	자동차공학 기술자 및 연구원	경상남	경상남-창원시 진해구	#육아 #직장인	공영호 씨는 예술적 감성과 공학적 전문성을 동시에 갖춘 자동차 연구원으로, 진해의 평온한 일상 속에서 가족을 지극히 챙기며 건…
B0109	B	33	여자	금속제품 도장기 조작원	경기	경기-안양시 동안구	#육아 #직장인	심다희 씨는 안양의 금속 도장 전문가이자 예술적 감수성을 가진 수집가이며, 가족과 건강 사이의 균형을 찾아가는 30대 여성입니…
B0110	B	44	남자	범용 소프트웨어 프로그래머	서울	서울-중구	#고디지털 #육아 #직장인	한승필 씨는 보수적인 방송 환경 속에서 정교한 코딩으로 세상을 잇는 개발자이자, 내 집 마련의 꿈을 위해 절제하며 살아가는 4…
B0111	B	39	남자	국가행정 사무원	서울	서울-송파구	#약관정독 #육아 #직장인 #테크회의론	정홍빈 씨는 안정적인 공무원의 삶을 살면서도 내면에는 독립 영화와 실험 예술을 갈망하는 낭만적인 행정가입니다.
B0112	B	49	남자	사무 보조원	충청남	충청남-천안시 서북구	#고디지털 #육아 #직장인	이유철 씨는 천안에서 성실하게 사무 보조원으로 일하며 가족과 이웃을 아끼는, 조금은 통통하고 정 많은 40대 가장입니다.
B0113	B	38	여자	일반 비서	대전	대전-서구	#고디지털 #육아 #직장인	이애영 씨는 수학 전공자의 논리함과 비서직의 꼼꼼함을 갖춘 30대 후반의 직장인이자, 가족의 안정을 위해 계획적으로 살아가는 …
B0114	B	43	여자	방송장비 설치 및 수리원	경상북	경상북-구미시	#육아 #직장인	김보경 씨는 구미 산업단지에서 인정받는 베테랑 방송장비 기술자이자, 자가 아파트의 안락함과 소소한 미용 및 인테리어 취미로 삶…
