id	seg	age	sex	occupation	province	district	tags	summary
D0078	D	46	여자	그 외 법률 관련 사무원	울산	울산-남구	#약관정독 #직장인	장윤희 씨는 울산 남구에서 자가 주택을 보유한 채 건축 설계 사무소의 살림꾼으로 일하며, 영남알프스 등산과 웹툰으로 스트레스를…
D0079	D	52	여자	지방행정 사무원	대구	대구-달성군	#육아 #직장인 #테크회의론	류은정 씨는 원칙과 배려를 동시에 갖춘 달성군의 베테랑 공무원으로, 정갈한 일식과 한식을 즐기며 가족 및 친구들과의 유대를 통…
D0080	D	58	남자	일반 비서	경상남	경상남-진주시	#직장인	정문석 씨는 진주에서 농업 행정과 공학적 소양을 결합해 일하는 성실한 직장인이자, 배드민턴과 UFC 그리고 텃밭 가꾸기로 삶의…
D0081	D	44	남자	전직 토목시공 기술자, 현재 구직중	경기	경기-수원시 영통구	#비경제활동	박준우 씨는 토목 시공의 전문성과 꼼꼼함을 갖췄지만 현재는 구직의 불안함 속에서 어머니를 모시며 소박한 일상을 살아가는 40대…
D0082	D	58	남자	전화 상담원	대구	대구-달서구	#약관정독 #저디지털 #직장인	정재영 씨는 대구 달서구에서 보험 상담원으로 일하며 낚시와 사우나로 외로움을 달래고, 내 집 마련의 꿈을 위해 성실히 저축하는…
D0083	D	50	남자	그 외 일반 영업원	경기	경기-수원시 영통구	#육아 #직장인	김상열 씨는 공학적 분석력과 뛰어난 사교성을 겸비한 수원 영통구의 친근한 도매 영업맨이자, 가족과 함께 전국 맛집 탐방을 즐기…
D0084	D	53	남자	그 외 금속가공 기계 조작원	경상남	경상남-김해시	#육아 #직장인	김상협 씨는 김해 금속가공 현장의 숙련된 기술자이자, 가족에 대한 그리움을 롯데 자이언츠 경기와 낙동강 산책으로 달래는 외로운…
D0085	D	59	남자	그 외 건축 도장공	울산	울산-남구	#저디지털 #직장인	양병섭 씨는 울산에서 잔뼈가 굵은 베테랑 도장공이자, 건강한 생활 습관과 유연한 사고방식으로 가족과 함께하는 일상의 소소한 행…
D0086	D	49	남자	영업 관리 사무원	부산	부산-북구	#고디지털 #직장인 #테크회의론	한연준 씨는 부산 북구에서 어머니를 모시며 살아가는 꼼꼼한 성격의 건설업 영업 관리직으로, 건강 관리와 자산 유지라는 현실적인…
D0087	D	50	남자	건물용 냉동·냉장·공조기 설치 및 정비원	경기	경기-수원시 장안구	#직장인	김동현 씨는 수원에서 공조기 정비 전문가로 일하며 신앙과 가족, 그리고 빵에 대한 소소한 애정으로 삶을 채워가는 50대 가장입…
D0088	D	54	여자	건물 청소원	서울	서울-양천구	#육아 #직장인	정희정 씨는 가족의 안녕과 자신의 건강한 노후를 위해 묵묵히 청소 도구를 든, 외강내유형의 성실한 우리 시대 어머니입니다.
D0089	D	54	남자	육군 부사관	울산	울산-중구	#육아 #직장인	이동호 씨는 울산에서 근무하는 50대 육군 부사관으로, 철저한 군인 정신과 농학 전공자의 섬세함을 동시에 지닌 채 전역 후 전…
D0090	D	58	남자	전직 경영 기획 사무원, 현재 구직중	서울	서울-송파구	#고디지털 #비경제활동 #약관정독	김지훈 씨는 공학적 전문성과 예술적 감수성을 동시에 지닌 전직 부동산 전문가로, 송파구에서 홀로 지내며 재취업과 자아실현을 꿈…
D0091	D	44	남자	품질 관리 사무원	대전	대전-중구	#직장인	백성환 씨는 대전의 건설 현장에서 품질을 책임지는 꼼꼼한 엔지니어이자, 가족을 위해 내 집 마련의 꿈을 키우는 책임감 강한 4…
D0092	D	49	남자	공공행정 사무원	서울	서울-송파구	#고디지털 #직장인	김종혁 씨는 송파구에 거주하는 40대 후반의 공공행정 사무원으로, 디지털 기기에 능숙한 행정 전문가이자 송리단길의 예술과 전국…
D0093	D	51	여자	승용차 및 승합차 운전원	서울	서울-서초구	#육아 #직장인	전말선 씨는 강남의 복잡한 길을 누비는 베테랑 운전원으로, 타인에 대한 깊은 배려심과 정서적 예민함을 동시에 지닌 채 소박한 …
D0094	D	51	남자	우편집배원	경상북	경상북-안동시	#저디지털 #직장인 #테크회의론	김병철 씨는 안동의 골목을 꿰고 있는 성실한 우편집배원이자, 건강한 노후와 소박한 전원생활을 꿈꾸는 신중한 중년 남성입니다.
D0095	D	59	남자	건물 경비원	울산	울산-북구	#직장인	김진원 씨는 울산 북구에서 자녀를 홀로 키우며 교육기관 경비원으로 성실히 근무하는, 책임감 강하고 현실적인 50대 가장입니다.
D0096	D	51	남자	그 외 건축 마감 관련 기능 종사원	전라남	전라남-여수시	#직장인	김동렬 씨는 여수에서 평생을 몸으로 부딪치며 살아온 숙련된 도배공이자, 건강과 외로움 사이에서 묵묵히 자기 자리를 지키는 50…
D0097	D	40	남자	자재 관리 사무원	경기	경기-수원시 장안구	#고디지털 #직장인	김강일 씨는 수원 장안구에서 성실하게 자재를 관리하며 가족과 함께하는 소박하고 안정적인 일상을 가꾸어가는 40대 가장입니다.
D0098	D	50	여자	냉난방기 관련 설비 조작원	서울	서울-양천구	#육아 #직장인	박순규 씨는 양천구에서 냉난방 설비 전문가로 일하며 자녀들을 위해 헌신하는, 강인한 생활력과 소박한 취향을 가진 50대 여성입…
D0099	D	52	여자	일식 조리사	제주	제주-제주시	#직장인	신은희 씨는 공학적 정밀함으로 일식의 완성도를 추구하면서도, 제주의 자연과 사람 사이에서 따뜻한 유대를 찾는 50대 전문 조리…
D0100	D	52	여자	한식 조리사	경기	경기-이천시	#직장인	박애순 씨는 이천의 리조트에서 정갈한 집밥의 가치를 전하는 조리사이자, 내 집 마련의 꿈과 반려견과의 평온한 일상을 소중히 여…
D0101	D	58	여자	사무 보조원	경기	경기-하남시	#고디지털 #직장인	남보정 씨는 하남시에서 꼼꼼하게 사무직으로 근무하며 당뇨 관리와 임영웅의 노래로 외로움을 달래는, 책임감 강하고 다정다감한 5…
D0102	D	57	여자	한식 조리사	부산	부산-북구	#직장인	양선아 씨는 부산 북구에서 조리사로 일하며 이웃과의 정과 소박한 집밥의 가치를 소중히 여기는, 푸근한 인상의 50대 여성입니다…
D0103	D	56	여자	택배원	경기	경기-광주시	#직장인	박미숙 씨는 경기 광주시의 지리를 훤히 꿰고 있는 베테랑 택배원으로, 안정적인 삶과 혈당 관리를 지향하며 소소한 식도락과 노래…
D0104	D	50	남자	그 외 전문 서비스 관리자	경상남	경상남-밀양시	#약관정독 #저디지털 #직장인	김성환 씨는 꼼꼼한 행정 전문가이자 주짓수로 스트레스를 푸는 밀양의 50대 남성으로, 정적인 취향과 강한 책임감을 동시에 지닌…
D0105	D	50	남자	교육 및 훈련 사무원	경기	경기-의정부시	#육아 #직장인	원상덕 씨는 공학적 꼼꼼함과 유연한 성격을 모두 갖춘 50대 가장으로, 의정부에서 가족과 동료들의 신뢰를 받으며 안정적인 삶을…
D0106	D	50	여자	웨딩플래너	전북	전북-완주군	#약관정독 #육아 #직장인 #테크회의론	김효진 씨는 법학 지식을 갖춘 유능한 웨딩플래너이자, 별거의 아픔을 대둔산의 자연과 배드민턴으로 치유하며 살아가는 전북 완주의…
D0107	D	54	남자	그 외 패턴사	대구	대구-서구	#육아 #직장인	정영수 씨는 대구 서구에서 30년 경력의 숙련된 패턴사로 일하며, 무뚝뚝한 성격 뒤에 가족에 대한 깊은 사랑과 성실함을 간직한…
D0108	D	56	여자	전문 간호사	부산	부산-동구	#저디지털 #직장인 #테크회의론	곽영미 씨는 냉철한 전문성과 따뜻한 교육적 배려를 겸비한 부산의 전문 간호사로, 삶의 여유와 자연의 평온함을 추구하는 인물입니…
D0109	D	43	남자	하역 및 적재 관련 단순 종사원	전라남	전라남-여수시	#직장인	최효진 씨는 여수항의 성실한 하역원이자, 예술적 감수성과 불안함을 동시에 품은 채 마당 있는 집을 꿈꾸는 40대 가장입니다.
D0110	D	54	남자	병무행정 사무원	인천	인천-계양구	#고디지털 #약관정독 #육아 #직장인	신상식 씨는 정보통신 전공 지식을 갖춘 성실한 병무 행정 공무원으로, 인천 계양구의 안정적인 삶 속에서 소박한 취미와 가족의 …
D0111	D	50	남자	머시닝센터 조작원	경기	경기-이천시	#저디지털 #직장인	장영종 씨는 정밀 기계 조작이라는 전문성을 가진 기술자이자, 당뇨라는 건강 숙제와 노후 불안을 안고 살아가는 이천의 평범한 5…
D0112	D	51	남자	경리 사무원	경상남	경상남-통영시	#고디지털 #육아 #직장인 #테크회의론	김태건 씨는 통영의 가구 공장에서 꼼꼼하게 살림을 챙기는 경리 사무원이자, 무뚝뚝하지만 자녀를 향한 사랑과 내 집 마련의 꿈을…
D0113	D	52	여자	광고 전문가	울산	울산-남구	#고디지털 #육아 #직장인	노채영 씨는 수학적 논리와 광고적 감각을 겸비한 울산의 전문직 여성으로, 안정적인 가정생활 속에서 소소한 예술적 취향과 함께 …
D0114	D	55	남자	기록물 관리사	부산	부산-동래구	#육아 #저디지털 #직장인	구수용 씨는 동래구의 기록물 관리사로서 지역의 역사에 애정을 가지며, 식도락과 가족, 그리고 소소한 취미를 통해 삶의 균형을 …
D0115	D	51	남자	사무 보조원	광주	광주-남구	#고디지털 #육아 #직장인	조준성 씨는 광주 남구에서 3세대 가족을 부양하며 성실한 직장 생활과 낚시, UFC 시청으로 삶의 균형을 잡는 50대 가장입니…
D0116	D	51	남자	건설 단순 종사원	경기	경기-안성시	#육아 #직장인	이준혁 씨는 안성에서 건설 현장 일을 하며 홀로 자녀를 키우는, 책임감 강하고 소박한 삶을 지향하는 50대 가장입니다.
